id,full_name,weight_class_description,elo,fight_count
4103,James Llontop,Lightweight,975,2
4104,Jean Matsumoto,Bantamweight,1026,2
4105,Jose Daniel Medina,Middleweight,1000,1
4106,Kasey Tanner,Bantamweight,1000,1
4107,Lucas Rocha,Flyweight,1000,1
4109,Magomed Gadzhiyasulov,Light Heavyweight,1026,2
4110,Murtaza Talha,Light Heavyweight,1000,1
4112,Yousri Belgaroui,Middleweight,1000,1
4113,Charles Radtke,Welterweight,1032,4
4114,Bassil Hafez,Welterweight,1011,3
4115,Dylan Mantello,Lightweight,1000,1
4116,Kaynan Kruschewsky,Lightweight,965,3
4117,Raimond Magomedaliev,Welterweight,1000,1
4118,Rami Hamed,Welterweight,1000,1
4119,Bogdan Guskov,Light Heavyweight,1041,4
4120,Angel Pacheco,Featherweight,976,2
4121,Danny Barlow,Welterweight,1025,2
4122,Danny Silva,Featherweight,1027,2
4123,Victor Madrigal,Bantamweight,1000,1
4124,Vinicius Oliveira,Bantamweight,1055,3
4125,Victor Dias,Flyweight,1000,1
4126,Caolan Loughran,Bantamweight,1005,3
4127,Yanis Ghemmouri,Bantamweight,957,3
4128,Daniel Allen,Lightweight,1000,1
4129,Jacobi Jones,Lightweight,1000,1
4130,Manolo Zecchini,Lightweight,975,2
4131,Morgan Charriere,Featherweight,1002,3
4132,Jae Hyun Park,Lightweight,1000,1
4133,Quillan Salkilld,Lightweight,1000,1
4134,Eduardo Torres Caut,Bantamweight,1000,1
4135,Issa Isakov,Lightweight,1000,1
4136,Jair Farias,Featherweight,1000,1
4137,MarQuel Mederos,Lightweight,1026,2
4138,Mauricio Ruffy,Lightweight,1025,2
4139,Victor Hugo,Featherweight,1025,2
4140,Andre Lima,Flyweight,1051,3
4141,Torrez Finney,Middleweight,1000,1
4142,Yuri Panferov,Middleweight,1000,1
4143,KyuSung Kim,Bantamweight,1000,1
4145,Ravena Oliveira,Women's Strawweight,976,2
4146,Robert Bryczek,Middleweight,977,2
4147,Kevin Jousset,Welterweight,1053,3
4148,Kiefer Crosbie,Welterweight,951,3
4149,Dylan Budka,Middleweight,975,2
4150,Dione Barbosa,Women's Flyweight,1011,3
4152,Raheam Forest,Welterweight,1000,1
4153,Mohammad Yahya,Lightweight,951,3
4154,Cortavious Romious,Bantamweight,1000,1
4155,Carli Judice,Women's Flyweight,978,2
4156,Kaue Fernandes,Lightweight,1012,3
4157,Brendon Marotte,Featherweight,986,2
4158,Puja Tomar,Women's Strawweight,1026,2
4159,Myktybek Orolbai,Lightweight,1057,3
4160,Carlos Vera,Bantamweight,978,2
4161,Robelis Despaigne,Heavyweight,1015,3
4162,Kayla Harrison,Women's Bantamweight,1028,2
4163,Bekzat Almakhan,Bantamweight,981,2
4164,Benardo Sopaj,Bantamweight,975,2
4165,Angad Bisht,Flyweight,1000,1
4166,DongHun Choi,Flyweight,1000,1
4167,John Dave Almanza,Flyweight,1000,1
4168,Kiran Singh,Women's Strawweight,1000,1
4169,Kiru Sahota,Flyweight,1000,1
4170,Miki Motono,Women's Strawweight,1000,1
4171,Paula Luna,Women's Flyweight,1000,1
4172,Priya Sharma,Women's Strawweight,1000,1
4173,Dong Huaxiang,Women's Strawweight,1000,1
4175,Feng Xiaocan,Women's Strawweight,1000,1
4176,Shi Ming,Women's Strawweight,1000,1
4177,Wang Cong,Women's Flyweight,1000,1
4178,Yin Shuai,Flyweight,1000,1
4181,Lisa Kyriacou,Women's Flyweight,1000,1
4182,Masuto Kawana,Featherweight,1000,1
4183,Ren Ozaki,Bantamweight,1000,1
4184,Ruel Panales,Flyweight,1000,1
4185,SuYoung You,Bantamweight,1000,1
4187,Tokitaka Nakanishi,Bantamweight,1000,1
4188,YoungJae Song,Featherweight,1000,1
4189,Zhu Kangjie,Featherweight,1000,1
4190,Quang Le,Bantamweight,1000,1
4191,Tatsuya Saika,Lightweight,1000,1
4192,Chris Padilla,Lightweight,1025,2
4193,Li Yunfeng,Bantamweight,1000,1
4194,An Tuan Ho,Flyweight,1000,1
4195,Andrey Pulyaev,Middleweight,1000,1
4196,Djorden Santos,Middleweight,1000,1
4198,Jack Duffy,Flyweight,1000,1
4199,Liam Anderson,Middleweight,1000,1
4200,Lone'er Kavanagh,Flyweight,1000,1
4201,Mansur Abdul-Malik,Middleweight,1000,1
4202,Matthieu Duclos,Middleweight,1000,1
4203,Mikheil Sazhiniani,Light Heavyweight,1000,1
4204,Shannon Clark,Women's Flyweight,1000,1
4205,Wes Schultz,Middleweight,1000,1
4206,Will Currie,Middleweight,1000,1
4207,Yuneisy Duben,Women's Flyweight,1000,1
4209,Nicolle Caliari,Women's Flyweight,1000,1
4210,Rafael Cerqueira,Light Heavyweight,1000,1
4212,Adam Bramhald,Bantamweight,1000,1
4213,Alice Ardelean,Women's Strawweight,1000,1
4214,Andreas Gustafsson,Welterweight,1000,1
4215,Arthur Lopes,Heavyweight,1000,1
4216,Austin Bashi,Featherweight,1000,1
4217,Billy Brand,Bantamweight,1000,1
4218,Ernie Juarez,Featherweight,1000,1
4219,Gauge Young,Lightweight,1000,1
4221,Islam Dulatov,Welterweight,1000,1
4222,Josias Musasa,Bantamweight,1000,1
4224,Malcolm Wellmaker,Bantamweight,1000,1
4225,Ding Meng,Welterweight,1000,1
4226,Michael Aswell,Featherweight,1000,1
4227,Michael Imperato,Bantamweight,1000,1
4228,Otari Tanzilovi,Bantamweight,1000,1
4229,Pat Pytlik,Welterweight,1000,1
4230,Rose Conceicao,Women's Strawweight,1000,1
4231,Tallison Teixeira,Heavyweight,1000,1
4233,Jose Ochoa,Flyweight,1000,1
4235,Igor Cavalcanti,Welterweight,1000,1
4237,Kody Steele,Lightweight,1000,1
4238,Aleksandre Topuria,Bantamweight,1000,1
4239,Seokhyeon Ko,Welterweight,1000,1
4240,Cody Haddon,Bantamweight,1000,1
4241,Felipe Lima,Featherweight,1030,2
4243,Alexia Thainara,Women's Strawweight,1000,1
4244,Bailey Schoenfelder,Heavyweight,1000,1
4245,Bartosz Szewczyk,Light Heavyweight,1000,1
4246,Danylo Voievodkin,Heavyweight,1000,1
4247,Anthony Drilich,Flyweight,1000,1
4248,Diyar Nurgozhay,Light Heavyweight,1000,1
4249,Fatima Kline,Women's Strawweight,987,2
4250,Heraldo Souza,Middleweight,1000,1
4251,Kevin Christian,Light Heavyweight,1000,1
4252,Navajo Stirling,Light Heavyweight,1000,1
4253,Artem Vakhitov,Light Heavyweight,1000,1
4254,Islem Masraf,Light Heavyweight,1000,1
4255,Lucas Camacho,Heavyweight,1000,1
4256,Mario Pinto,Heavyweight,1000,1
4257,Sean Gauci,Flyweight,1000,1
4258,Stewart Nicoll,Flyweight,1000,1
4259,Danni McCormack,Women's Flyweight,1000,1
4261,Aaron Tau,Bantamweight,1000,1
4262,Ateba Gautier,Middleweight,1000,1
4263,Benjamin Bennett,Welterweight,1000,1
4264,Daniel Frunza,Welterweight,1000,1
4265,Joey Hart,Welterweight,1000,1
4268,Vadym Kutsyi,Welterweight,1000,1
4269,Yura Naito,Middleweight,1000,1
4270,Kai Asakura,Flyweight,1000,1
4271,Ivan Erslan,Light Heavyweight,1000,1
4272,Jordan Vucenic,Lightweight,1000,1
4273,Francesco Mazzeo,Light Heavyweight,1000,1
4274,Abdellah Er-Ramy,Middleweight,1000,1
4276,Jose Delgado,Featherweight,1000,1
4277,Jonathan Piersma,Welterweight,1000,1
4278,Kaan Ofli,Featherweight,1000,1
4279,Ryan Loder,Middleweight,1000,1
4280,Julieta Martinez,Women's Strawweight,1000,1
4281,Leslie Hernandez,Women's Strawweight,1000,1
4282,Ramazan Temirov,Flyweight,1000,1
4283,Nathan Fletcher,Bantamweight,1000,1
4284,Taiga Iwasaki,Middleweight,1000,1
4285,Zygimantas Ramaska,Featherweight,1000,1
4286,Phillip Latu,Light Heavyweight,1000,1
4287,Robert Valentin,Middleweight,1000,1
4288,Nick Piccininni,Flyweight,1000,1
4289,Mairon Santos,Featherweight,1000,1
4290,Cam Teague,Featherweight,1000,1
4291,Elijah Smith,Bantamweight,1000,1
4292,Dorian Ramos,Featherweight,1000,1
4293,Christien Savoie,Welterweight,1000,1
4294,Jacobe Smith,Welterweight,1000,1
4295,David Martinez,Bantamweight,1000,1
4296,Vanilto Antunes,Welterweight,1000,1
4297,Xavier Franklin,Bantamweight,1000,1
4298,Antonio Monteiro,Featherweight,1000,1
4299,Jonathan Micallef,Welterweight,1000,1
4300,Mohamed Ado,Welterweight,1000,1
4301,Yadier DelValle,Featherweight,1000,1
4302,Reinier de Ridder,Middleweight,1000,1
4303,Chasen Blair,Lightweight,1000,1
4304,Carlos Calderon,Featherweight,1000,1
4305,Luis Gurule,Flyweight,1000,1
4306,Nick Klein,Middleweight,1000,1
4307,Sean Sharaf,Heavyweight,1000,1
4308,Klaudia Sygula,Women's Bantamweight,1000,1
4309,Carlos Leal,Welterweight,1000,1
4310,Zachary Scroggin,Welterweight,1000,1
4311,Roberto Romero,Lightweight,1000,1
4314,Billy Elekana,Light Heavyweight,1000,1
4315,Azamat Bekoev,Middleweight,1000,1
4318,Colby Thicknesse,Bantamweight,1000,1
4320,Julius Walker,Light Heavyweight,1000,1
4321,Eric McConico,Middleweight,1000,1
