id,full_name,weight_class_description,elo,fight_count
2154,Zubaira Tukhugov,Featherweight,1055,10
2155,Aleksei Oleinik,Heavyweight,1068,18
2156,Danny Mitchell,Welterweight,952,3
2157,Kevin Lee,Welterweight,1081,20
2158,Rashid Magomedov,Lightweight,1104,7
2159,Anthony Rocco Martin,Welterweight,1073,16
2160,Gasan Umalatov,Welterweight,956,5
2161,Mats Nilsson,Welterweight,954,3
2162,Claudio Silva,Welterweight,1099,9
2163,Donald Sanchez,,1000,1
2164,Russell Doane,Bantamweight,979,9
2165,Leandro Issa,Bantamweight,990,6
2166,Louis Smolka,Bantamweight,1017,18
2167,Andy Enz,Middleweight,931,4
2168,Beneil Dariush,Lightweight,1292,24
2169,Yui Chul Nam,Featherweight,980,4
2170,Raquel Pa'aluhi,,1000,1
2171,Takenori Sato,Welterweight,964,3
2172,Albert Tumenov,Welterweight,1069,9
2173,Mike Rhodes,Welterweight,940,4
2174,George Sullivan,Welterweight,996,8
2175,Francisco Trevino,Lightweight,977,4
2176,Joe Ellenberger,Lightweight,1001,3
2177,Aljamain Sterling,Featherweight,1237,21
2178,Tim Gorman,Bantamweight,953,3
2179,Zhang Lipeng,Lightweight,1005,5
2180,Sai Wang,Welterweight,1000,3
2181,Jianping Yang,Featherweight,975,2
2182,Guangyou Ning,Bantamweight,1005,5
2183,Douglas Silva de Andrade,Bantamweight,1020,14
2184,Ernest Chavez,Featherweight,977,4
2185,Yosdenis Cedeno,Lightweight,952,5
2186,Alberto Mina,Welterweight,1056,5
2187,Albert Cheng,Welterweight,975,2
2188,Anying Wang,Welterweight,1001,3
2189,Jumabieke Tuerxun,Bantamweight,937,4
2190,Mark Eddiva,Featherweight,952,5
2191,Pedro Munhoz,Bantamweight,1052,22
2192,Cody Gibson,Bantamweight,950,8
2193,Noad Lahat,Featherweight,1010,5
2194,Jack May,Heavyweight,962,3
2195,Steve Bosse,Light Heavyweight,1031,4
2196,Neil Seery,Flyweight,1003,8
2197,Ruan Potts,Heavyweight,932,4
2198,Dooho Choi,Featherweight,1045,9
2199,Hans Stringer,Light Heavyweight,987,4
2200,Alexander Yakovlev,Lightweight,964,10
2201,Alan Omer,Featherweight,951,3
2202,Jim Alers,Featherweight,976,5
2203,Hernani Perpetuo,Welterweight,961,3
2204,Sean Strickland,Middleweight,1314,23
2205,Sean O'Connell,Light Heavyweight,955,8
2206,Li Jingliang,Welterweight,1100,18
2207,Nick Hein,Lightweight,1018,9
2208,Diego Ferreira,Lightweight,1108,16
2209,Pawel Pawlak,Welterweight,978,4
2210,Michinori Tanaka,Bantamweight,997,6
2211,Alexis Dufresne,Women's Bantamweight,951,3
2212,Tony Bonello,,1000,1
2213,Mirsad Bektic,Featherweight,1081,11
2214,Chas Skelly,Featherweight,1117,13
2215,Anthony Hamilton,Heavyweight,907,11
2216,Alex White,Featherweight,975,11
2217,Ray Borg,Bantamweight,1055,13
2218,Luke Zachrich,Middleweight,978,4
2219,Patrick Williams,Bantamweight,954,5
2220,Chris Beal,Flyweight,983,6
2221,Leslie Smith,Women's Bantamweight,1008,8
2222,Chad Laprise,Lightweight,1077,11
2223,Olivier Aubin-Mercier,Lightweight,1038,13
2224,Elias Theodorou,Middleweight,1130,12
2225,Sheldon Westcott,Welterweight,976,4
2226,Vik Grujic,Welterweight,950,5
2227,Nordine Taleb,Welterweight,1055,13
2228,Richard Walsh,Welterweight,953,7
2229,Chris Indich,Welterweight,950,3
2230,Mike de la Torre,Bantamweight,999,8
2231,Kajan Johnson,Lightweight,1060,8
2232,Matt Hobar,Bantamweight,979,4
2233,Viktor Pesta,Heavyweight,943,6
2234,Ruslan Magomedov,Heavyweight,1078,4
2235,Milana Dudieva,Women's Bantamweight,976,4
2236,David Michaud,Lightweight,976,4
2237,Aaron Phillips,Bantamweight,918,5
2238,Brian Ortega,Featherweight,1133,13
2239,Jake Lindsey,Lightweight,928,4
2240,Sarah Moras,Women's Bantamweight,938,10
2241,Guilherme Vasconcelos,Welterweight,976,2
2242,Niklas Backstrom,Featherweight,978,4
2243,Jason Saggo,Lightweight,1024,7
2244,Josh Shockley,Lightweight,952,3
2245,Vitor Miranda,Middleweight,996,8
2246,Antonio Carlos Junior,Middleweight,1032,14
2247,Warlley Alves,Middleweight,1014,17
2248,Marcio Alexandre Junior,Welterweight,949,4
2249,Ricardo Abreu,Middleweight,1003,3
2250,Wagner Silva,Welterweight,953,3
2251,Richardson Moreira,Middleweight,962,3
2252,Roger Narvaez,Middleweight,984,4
2253,Roldan Sangcha'an,Flyweight,952,3
2254,Dan Hooker,Lightweight,1113,22
2255,Ian Entwistle,Bantamweight,978,4
2256,Valerie Letourneau,Women's Strawweight,1010,7
2257,Rodrigo de Lima,Lightweight,971,3
2258,Jake Matthews,Welterweight,1137,21
2259,Dashon Johnson,Featherweight,960,3
2260,Elizabeth Phillips,Women's Bantamweight,964,5
2261,Valmir Lazaro,Lightweight,979,4
2262,Johnny Case,Lightweight,1073,7
2263,Bryan Barberena,Welterweight,1027,20
2264,Sam Alvey,Light Heavyweight,963,25
2265,Shane Howell,Flyweight,952,3
2266,Rob Font,Bantamweight,1109,18
2267,Bubba Bush,Middleweight,976,3
2268,James Moontasri,Lightweight,969,7
2269,Cathal Pendred,Welterweight,1071,7
2270,Mike King,Middleweight,975,2
2271,Juan Manuel Puig,Featherweight,952,3
2272,Keith Berish,Middleweight,975,3
2273,Leo Kuntz,Lightweight,950,3
2274,Paddy Holohan,Flyweight,1031,6
2275,Tina Lahdemaki,Women's Strawweight,975,2
2276,Jerrod Sanders,Bantamweight,990,5
2277,Claudia Gadelha,Women's Strawweight,1064,13
2278,Rin Nakai,Women's Bantamweight,951,3
2279,Juliana Lima,Women's Strawweight,1000,8
2280,Joanna Jedrzejczyk,Women's Strawweight,1155,16
2281,Corey Anderson,Light Heavyweight,1126,16
2282,Dhiego Lima,Welterweight,965,12
2283,Patrick Walsh,Middleweight,1000,3
2284,Daniel Spohn,Light Heavyweight,975,2
2285,Matt Van Buren,Light Heavyweight,951,3
2286,Eddie Gordon,Middleweight,952,5
2287,Akbarh Arreola,Lightweight,967,5
2288,Gilbert Burns,Welterweight,1244,23
2289,Tiago dos Santos e Silva,Featherweight,1005,5
2290,Chris Dempsey,Middleweight,951,5
2291,Alan Jouban,Welterweight,1053,14
2292,Lukasz Sajewski,Lightweight,932,4
2293,Lauren Murphy,Women's Flyweight,1033,15
2295,Brendan O'Reilly,Welterweight,964,5
2296,Yuta Sasaki,Flyweight,992,10
2297,Colby Covington,Welterweight,1113,17
2298,Yao Zhikui,Flyweight,953,5
2299,Henry Cejudo,Bantamweight,1154,15
2300,Jan Blachowicz,Light Heavyweight,1112,21
2301,Marcin Bandel,Lightweight,951,3
2302,Scott Askham,Middleweight,963,7
2303,Nolan Ticman,Flyweight,950,3
2304,Frankie Saenz,Bantamweight,1031,11
2305,Paige VanZant,Women's Flyweight,1032,10
2306,Kailin Curran,Women's Strawweight,890,8
2307,Chris Heatherly,Welterweight,964,3
2308,Anthony Birchak,Bantamweight,959,7
2309,Joe Soto,Bantamweight,985,9
2310,Shinsho Anzai,Welterweight,1014,5
2311,Joby Sanchez,Flyweight,930,6
2312,Clay Collard,Featherweight,964,5
2313,Chris Wade,Lightweight,1093,8
2314,Cain Carrizosa,Lightweight,951,3
2315,Damon Jackson,Lightweight,1039,13
2316,Paul Felder,Lightweight,1103,16
2317,Holly Holm,Women's Bantamweight,1034,17
2318,Tateki Matsuda,Flyweight,951,3
2319,Wendell Oliveira Marques,Welterweight,952,3
2320,Larissa Pacheco,Women's Bantamweight,953,3
2321,Josh Copeland,Heavyweight,955,3
2322,Christos Giagos,Lightweight,974,15
2323,Matt Dwyer,Welterweight,954,5
2324,Daniel Kelly,Middleweight,1064,11
2325,Thomas Almeida,Bantamweight,1036,11
2326,Taylor Lapilus,Bantamweight,1084,8
2328,Nina Nunes,Women's Strawweight,1029,10
2329,Leon Edwards,Welterweight,1546,19
2330,Charles Rosa,Featherweight,941,14
2331,Roman Salazar,Bantamweight,953,4
2332,Chris Kelades,Flyweight,1014,5
2333,Hector Urbina,Welterweight,979,4
2334,Augusto Montano,Welterweight,980,4
2335,Diego Rivas,Featherweight,1005,5
2336,Rodolfo Rubio Perez,Featherweight,975,2
2337,Jared Cannonier,Middleweight,1111,18
2338,Carla Esparza,Women's Strawweight,1101,16
2339,Joanne Wood,Women's Flyweight,1024,18
2340,Tecia Pennington,Women's Strawweight,1068,17
2341,Jessica Penne,Women's Strawweight,961,9
2342,Aisling Daly,Women's Strawweight,1030,4
2343,Felice Herrig,Women's Strawweight,1031,11
2344,Rose Namajunas,Women's Flyweight,1127,17
2345,Bec Rawlings,Women's Strawweight,942,8
2346,Alex Chambers,Women's Strawweight,932,6
2347,Heather Clark,Women's Strawweight,975,4
2348,Angela Magana,Women's Strawweight,927,4
2349,Lisa Ellis,Women's Strawweight,950,3
2350,Randa Markos,Women's Strawweight,920,19
2351,Emily Kagan,Women's Strawweight,951,3
2352,Angela Hill,Women's Strawweight,1012,26
2353,Jorge de Oliveira,Welterweight,951,3
2354,Alejandro Perez,Bantamweight,1087,14
2355,Jose Quinonez,Bantamweight,1035,10
2356,Henry Briones,Bantamweight,953,6
2357,Guido Cannetti,Bantamweight,966,11
2358,Marco Beltran,Flyweight,1016,7
2359,Marlon Vera,Bantamweight,1120,25
2360,Gabriel Benitez,Featherweight,969,16
2361,Humberto Brown Morrison,Featherweight,975,2
2362,Yair Rodriguez,Featherweight,1161,16
2363,Leonardo Morales,Bantamweight,950,3
2364,Jake Collier,Light Heavyweight,914,15
2365,Sultan Aliev,Welterweight,1027,5
2366,Konstantin Erokhin,Heavyweight,963,3
2367,Jonathan Wilson,Middleweight,953,5
2368,Ashlee Evans-Smith,Women's Flyweight,923,10
2369,Cody Garbrandt,Bantamweight,1117,16
2370,Justin Jones,Middleweight,951,3
2371,Willie Gates,Flyweight,976,5
2372,Seo Hee Ham,Women's Strawweight,950,5
2373,Makwan Amirkhani,Featherweight,1024,15
2374,Antonio Dos Santos,Welterweight,952,3
2375,Renato Moicano,Lightweight,1130,17
2376,Marion Reneau,Women's Bantamweight,992,14
2377,Frankie Perez,Lightweight,966,5
2378,Anthony Christodoulou,Lightweight,952,3
2379,Joe Schilling,,1000,1
2380,Mike Richman,,1000,1
2381,Kyle Bolt,,1000,1
2382,Jonathan Santa Maria,,1000,1
2383,Ron Henderson,,1000,1
2384,Andy Murad,,1000,1
2385,Bubba Pugh,,1000,1
2386,Nick Garcia,,1000,1
2387,Matt Ramirez,,1000,1
2388,Jordan Bailey,,1000,1
2389,Alex Higley,,1000,1
2390,Mark Vorgeas,,1000,1
2391,Joao Paulo Faria,,1000,1
2392,Ian Butler,,1000,1
2393,Patricio Freire,Featherweight,1000,1
2394,Daniel Straus,,1000,1
2395,Bubba Jenkins,,1000,1
2396,Everett Cummings,,1000,1
2397,Jason Glaza,,1000,1
2398,Steve Kozola,,1000,1
2399,Jonathan Rivera,,1000,1
2400,Derek Anderson,,1000,1
2401,Danny Navarro,,1000,1
2402,Fabricio Guerreiro,,1000,1
2404,Fabian Gonzalez,,1000,1
2405,Albert Morales,Bantamweight,943,7
2406,Luc Bondole,,1000,1
2407,Chris Herrera,,1000,1
2408,Alexander Shlemenko,,1000,1
2409,Pat Curran,,1000,1
2410,Daniel Weichel,,1000,1
2412,Chris Honeycutt,,1000,1
2413,Clayton MacFarlane,,1000,1
2414,Douglas Lima,,1000,1
2415,Emanuel Newton,,1000,1
2416,Liam McGeary,,1000,1
2417,Linton Vassell,,1000,1
2418,Michael Page,Middleweight,1021,3
2419,Curtis Millender,Welterweight,1061,6
2420,Eduardo Dantas,,1000,1
2421,Paul Redmond,Featherweight,953,3
2422,Masio Fullen,Featherweight,986,4
2423,Alex Torres,Featherweight,975,2
2424,Shamil Abdurakhimov,Heavyweight,991,12
2425,Timothy Johnson,Heavyweight,1033,8
2426,Joe Duffy,Lightweight,1049,9
2427,Andre Santos,,1000,1
2428,Garreth McLellan,Middleweight,932,6
2429,Cody Pfister,Lightweight,954,5
2430,Levan Makashvili,Featherweight,1001,4
2431,Nick Bustamante,,1000,1
2432,Louis Jauregui,,1000,1
2433,John Paul Elias,,1000,1
2434,Cody Sons,,1000,1
2435,Jonathan Contrestano,,1000,1
2436,Ryan Tobar,,1000,1
2437,Andrew Ramm,,1000,1
2438,Adam Piccolotti,,1000,1
2439,Art Arciniega,,1000,1
2440,Emilio Chavez,,1000,1
2441,Blake Watkins,,1000,1
2442,George Zuniga,,1000,1
2443,Paul Ruiz,,1000,1
2444,Nick Sperling,,1000,1
2445,Marko Damiani,,1000,1
2446,Mason Fowler,,1000,1
2447,Guilherme Viana,,1000,1
2448,Dakota Cochrane,,1000,1
2449,Gabrielle Holloway,,1000,1
2450,Rafael Carvalho,,1000,1
2451,Dean Hancock,,1000,1
2452,Michael Mangan,,1000,1
2453,Raphael Butler,,1000,1
2454,Josh Diekmann,,1000,1
2455,Brennan Ward,,1000,1
2456,Jason Butcher,,1000,1
2457,Neiman Gracie,,1000,1
2458,Bobby Flynn,,1000,1
2459,Marvin Maldonado,,1000,1
2460,Blair Tugman,,1000,1
2461,Matt Bessette,Featherweight,953,3
2462,Fredy Serrano,Flyweight,1007,5
2463,Bentley Syler,Flyweight,975,2
2464,Roger Zapata,Welterweight,976,2
2465,Maryna Moroz,Women's Flyweight,1013,13
2466,Islam Makhachev,Lightweight,1782,17
2467,Rocky Lee,Featherweight,975,2
2468,Izabela Badurek,Women's Strawweight,975,2
2469,Alex Oliveira,Welterweight,1068,23
2470,Rashad Coulter,Heavyweight,956,5
2471,Jeremiah O'Neal,,1000,1
2472,Sean Holden,,1000,1
2473,Tim Roman,,1000,1
2474,Neal Ewing,,1000,1
2475,Logan Nail,,1000,1
2476,Alejandro Villalobos,,1000,1
2477,Emmanuel Sanchez,,1000,1
2478,Stephen Banaszak,,1000,1
2479,Brad Mitchell,,1000,1
2480,Klayton Mai,,1000,1
2481,Xavier Siller,,1000,1
2482,Ivan Cole,,1000,1
2483,George Pacurariu,,1000,1
2484,Marcin Held,Lightweight,983,5
2485,Alexander Sarnavskiy,,1000,1
2487,Rob Sinclair,,1000,1
2488,Steve Ramirez,,1000,1
2489,Brandon Halsey,,1000,1
2490,Bartosz Fabinski,Welterweight,1027,7
2492,Alexander Volkov,Heavyweight,1172,17
2493,Tony Johnson,Light Heavyweight,1000,1
2494,Jay Bogan,,1000,1
2495,Justin Governale,,1000,1
2496,Marcos Bonilla,,1000,1
2497,AJ McKee,,1000,1
2499,Cleber Luciano,,1000,1
2500,Aaron Miller,,1000,1
2501,Derek Campos,,1000,1
2502,Stevie Ray,Lightweight,1081,12
2503,Mickael Lebout,Lightweight,981,4
2504,Damian Stasiak,Bantamweight,963,7
2505,Ben Nguyen,Flyweight,1068,8
2506,Jonavin Webb,Welterweight,963,3
2507,Shane Campbell,Lightweight,963,6
2508,Elizeu Zaleski dos Santos,Welterweight,1138,16
2509,Nicolas Dalby,Welterweight,1064,14
2510,Tom Breese,Middleweight,1079,9
2511,Ricky Rainey,Welterweight,963,3
2512,Joe Taimanglo,,1000,1
2513,Jordan Parsons,,1000,1
2514,Julio Cesar Neves Jr.,,1000,1
2515,Dave Rickels,,1000,1
2516,Goiti Yamauchi,,1000,1
2517,Steve Mann,,1000,1
2518,Justin Guthrie,,1000,1
2519,Dan O'Connor,,1000,1
2520,Miles McDonald,,1000,1
2521,Darrion Caldwell,,1000,1
2522,Rafael Silva,,1000,1
2523,Ben Reiter,,1000,1
2524,John Yoo,,1000,1
2525,Shawn Bunch,,1000,1
2526,Adrienna Jenkins,,1000,1
2527,Arlene Blencowe,,1000,1
2528,Andrey Koreshkov,,1000,1
2529,Magomed Mustafaev,Lightweight,1042,6
2530,Rashard Lovelace,,1000,1
2531,Matt Helm,,1000,1
2532,Kain Royer,,1000,1
2533,Enrique Watson,,1000,1
2534,Henry Corrales,,1000,1
2535,Sean Wilson,,1000,1
2536,Eric Irvin,,1000,1
2537,Hugh Pulley,,1000,1
2538,AJ Siscoe,,1000,1
2539,Garrett Mueller,,1000,1
2540,Kyle Kurtz,,1000,1
2541,Garrett Gross,Lightweight,1000,1
2542,Ericka Almeida,Women's Strawweight,952,3
2543,Hisaki Kato,,1000,1
2544,Darren Till,Middleweight,1072,13
2545,Roger Carroll,,1000,1
2546,Naho Sugiyuma,,1000,1
2547,Nicdali Rivera-Calanoc,,1000,1
2548,Dennis Olson,,1000,1
2549,Jeimeson Saudino,,1000,1
2550,Aaron Ely,,1000,1
2551,Bobby Cooper,,1000,1
2552,Pablo Villaseca,,1000,1
2553,Daniel Gallemore,Heavyweight,1000,1
2554,Augusto Sakai,Heavyweight,1069,10
2555,Iony Razafiarison,,1000,1
2556,Bryanna Fissori,,1000,1
2558,Scott Holtzman,Lightweight,1055,14
2559,Steve Kennedy,Welterweight,951,3
2560,Alex Huddleston,,1000,1
2561,Javy Ayala,,1000,1
2562,Greg Scott,,1000,1
2563,Gaston Reyno,,1000,1
2564,Derek Bohi,,1000,1
2565,Frederick Brown,,1000,1
2568,Dan Charles,,1000,1
2569,Jessica Aguilar,Women's Strawweight,941,6
2570,Arnold Allen,Featherweight,1218,14
2571,Reginaldo Vieira,Bantamweight,976,4
2572,Bruno Korea,Flyweight,975,2
2573,Joaquim Silva,Lightweight,1052,12
2574,Nazareno Malegarie,Lightweight,975,2
2575,Glaico Franca Moreira,Lightweight,979,4
2576,Fernando Bruno,Featherweight,965,3
2577,Dileno Lopes,Bantamweight,950,3
2578,Matheus Nicolau,Flyweight,1122,11
2579,Joe Merritt,Welterweight,975,2
2580,Lewis Gonzalez,Welterweight,976,2
2581,Steve Montgomery,Welterweight,953,3
2582,Tony Sims,Lightweight,987,4
2583,Sirwan Kakai,Bantamweight,1004,3
2584,Lyman Good,Welterweight,1037,7
2585,Andrew Holbrook,Lightweight,982,6
2586,Michael Graves,Welterweight,1050,4
2587,Kamaru Usman,Welterweight,1360,19
2588,Vicente Luque,Welterweight,1205,22
2589,Jimmie Rivera,Featherweight,1086,12
2590,Matt Secor,,1000,1
2591,Kin Moy,,1000,1
2592,Ilya Kotau,,1000,1
2593,Nicholas Sergiacomi,,1000,1
2594,Parker Porter,Heavyweight,1015,9
2595,Eric Bedard,,1000,1
2596,Billy Giovanella,,1000,1
2597,Remo Cardarelli,,1000,1
2598,Alex Dunworth,,1000,1
2599,Kaline Medeiros,,1000,1
2600,Sarah Payant,,1000,1
2601,Ryan Quinn,,1000,1
2602,Dominic Waters,Welterweight,946,4
2603,Cortney Casey,Women's Flyweight,958,16
2604,Teemu Packalen,Lightweight,956,5
2605,Chris de la Rocha,Heavyweight,953,5
2606,Brandon Girtz,,1000,1
2607,Patricky Freire,,1000,1
2608,Misha Cirkunov,Light Heavyweight,1023,14
2609,Lorenzo Hood,Heavyweight,1000,1
2610,Geane Herrera,Flyweight,968,5
2611,Oluwale Bamgbose,Middleweight,950,6
2612,Lissette Neri,,1000,1
2613,Steven Ciaccio,,1000,1
2614,Johnny Cisneros,,1000,1
2615,Gabriel Miglioli,,1000,1
2616,Josh Burns,,1000,1
2617,Ilima Macfarlane,,1000,1
2618,Maria Rios,,1000,1
2619,James Barnes,Bantamweight,1000,1
2620,Ray Sloan,,1000,1
2621,Brent Primus,,1000,1
2622,Emiliano Sordi,Light Heavyweight,1000,1
2623,Daniel Jolly,Light Heavyweight,951,3
2624,Gleristone Santos,,1000,1
2625,Ewerton Teixeira,,1000,1
2626,Yusuke Kasuya,Lightweight,953,3
2627,Philipe Lins,Heavyweight,1066,7
2628,Sage Northcutt,Lightweight,1081,9
2629,Luke Flores,Lightweight,1000,1
2630,Gilbert Jimenez,,1000,1
2631,Guilherme Costa,,1000,1
2632,Jared Chaffee,,1000,1
2633,Bryce Mejia,,1000,1
2634,Abdul Razak Alhassan,Middleweight,1020,14
2637,Saul Elizondo,,1000,1
2638,Amador Ramirez,,1000,1
2639,Steve Garcia,Featherweight,1076,8
2640,Eduardo Bustillos,,1000,1
2642,Mike Malott,Welterweight,1075,5
2643,Salvador Becerra,,1000,1
2644,Gabriel Carrasco,,1000,1
2645,Joe Neal,,1000,1
2646,Josh Paiva,,1000,1
2647,Israel Delgado,,1000,1
2648,JJ Okanovich,Lightweight,1000,1
2649,Brandon Hester,,1000,1
2650,DeMarco Villalona,,1000,1
2651,Nick Pica,,1000,1
2652,Mauricio Alonso,,1000,1
2653,Victor Jones,,1000,1
2654,David Blanco,,1000,1
2655,Teruto Ishihara,Featherweight,975,10
2656,Danny Roberts,Welterweight,1002,15
2658,Luis Henrique,Heavyweight,953,7
2659,Francis Ngannou,Heavyweight,1225,15
2660,Isao Kobayashi,,1000,1
2661,Jeremie Holloway,,1000,1
2662,Pete Rogers Jr.,,1000,1
2663,Marius Enache,,1000,1
2664,Jeff Crotty,,1000,1
2665,Scott Ettling,,1000,1
2667,Charlie Ontiveros,Middleweight,949,4
2668,Chidi Njokuani,Welterweight,1005,7
2669,Walter Smith-Cotito,,1000,1
2670,Brandon Polcare,,1000,1
2671,Keenan Raymond,,1000,1
2672,Damien Trites,,1000,1
2673,TJ Hepburn,,1000,1
2674,Sam Watford,,1000,1
2675,Kemran Lachinov,,1000,1
2676,Kevin Haley,,1000,1
2677,Mike Zichelle,,1000,1
2678,Karolina Kowalkiewicz,Women's Strawweight,1039,18
2679,Chel Erwin-Davis,,1000,1
2681,Clay Mitchell,,1000,1
2682,Adam Meredith,,1000,1
2683,Jordan Dowdy,,1000,1
2684,Brandon Lowe,,1000,1
2685,Zach Rosol,,1000,1
2686,Alonzo Menifield,Light Heavyweight,1070,15
2687,Treston Thomison,,1000,1
2688,Chris Jones,,1000,1
2690,Roshaun Jones,,1000,1
2691,Justin Patterson,,1000,1
2692,Kenyon Jackson,,1000,1
2695,Roberta Rovel,,1000,1
2696,Fazlo Mulabitinovic,,1000,1
2697,Justine Kish,Women's Flyweight,985,8
2698,Anton Zafir,Welterweight,953,3
2699,Felipe Olivieri,Lightweight,977,2
2700,Erick Montano,Welterweight,977,4
2701,Enrique Marin,Welterweight,953,3
2702,Vernon Ramos Ho,Lightweight,975,2
2703,Alvaro Herrera Mendoza,Welterweight,953,5
2704,Horacio Gutierrez,Featherweight,953,3
2705,Enrique Barzola,Bantamweight,1078,11
2706,Cesar Arzamendia,Featherweight,950,3
2707,Marco Polo Reyes,Lightweight,1045,9
2708,Codale Ford,,1000,1
2709,Dong Hyun Ma,Lightweight,972,9
2710,Jocelyn Jones-Lybarger,Women's Strawweight,928,4
2711,Nick Barnes,,1000,1
2712,John Donaldson,,1000,1
2713,Idris Wasi,,1000,1
2714,Khomkrit Niimi,,1000,1
2715,Erick Sanchez,,1000,1
2716,Jeremiah Labiano,,1000,1
2717,Jose Perez,,1000,1
2718,Bronson Mohika,,1000,1
2719,Adin Duenas,,1000,1
2720,Anthony Taylor,,1000,1
2721,Anthony Do,,1000,1
2722,Dustin Moore,,1000,1
2723,Mario Soto,,1000,1
2724,Jason Knight,Featherweight,1010,10
2725,Abdul-Kerim Edilov,Light Heavyweight,1028,2
2726,Ryan Hall,Featherweight,1109,7
2727,Marcin Wrzosek,Lightweight,975,2
2728,Julian Erosa,Featherweight,997,16
2729,Artem Lobov,Featherweight,969,8
2730,Abner Lloveras,Lightweight,975,2
2731,Valentina Shevchenko,Women's Flyweight,1207,17
2732,Damian Grabowski,Heavyweight,948,4
2733,Leonardo Guimaraes,Middleweight,962,3
2734,David Teymur,Lightweight,1119,7
2735,Martin Svensson,Lightweight,975,2
2736,Jarjis Danho,Heavyweight,1001,4
2737,Alex Morono,Welterweight,1176,22
2738,Joey Gomez,Bantamweight,953,3
2739,Randy Brown,Welterweight,1151,19
2740,Alex Nicholson,Middleweight,965,5
2741,Dhafir Harris,,1000,1
2742,Amber Tackett,,1000,1
2744,Justin Smitley,,1000,1
2745,Josh San Diego,,1000,1
2746,Mehdi Baghdad,Lightweight,966,3
2747,Elvis Mutapcic,Middleweight,953,4
2748,Augusto Mendes,Bantamweight,994,4
2749,Kyle Bochniak,Featherweight,938,8
2750,Mickey Gall,Welterweight,1046,13
2751,Mike Jackson,Welterweight,977,5
2752,Bojan Mihajlovic,Heavyweight,931,4
2753,Marcin Tybura,Heavyweight,1112,20
2754,Bojan Velickovic,Welterweight,991,7
2755,Alessio Di Chirico,Middleweight,945,12
2756,Thibault Gouti,Lightweight,943,7
2757,Kelly Faszholz,Women's Bantamweight,954,3
2758,Damir Hadzovic,Lightweight,1032,10
2759,Cristina Stanciu,Women's Strawweight,951,3
2760,Filip Pejic,Bantamweight,976,2
2761,Cyril Asker,Heavyweight,989,6
2762,Damien Brown,Lightweight,955,7
2763,Adam Milstead,Heavyweight,978,5
2764,Curtis Blaydes,Heavyweight,1163,20
2765,Ion Cutelaba,Light Heavyweight,982,17
2766,Alberto Uda,Middleweight,952,3
2767,Dmitrii Smoliakov,Heavyweight,927,4
2768,Henrique da Silva,Light Heavyweight,960,7
2769,Anna Elmose,Women's Strawweight,951,3
2770,Cody East,Heavyweight,954,3
2771,Darrell Horcher,Lightweight,977,5
2772,Luan Chagas,Welterweight,999,5
2773,Josh Emmett,Featherweight,1140,15
2774,Jordan Rinaldi,Lightweight,1000,6
2775,Jack Hermansson,Middleweight,1136,18
2776,Jessin Ayari,Lightweight,962,5
2777,Emil Meek,Welterweight,983,5
2778,Belal Muhammad,Welterweight,1361,20
2779,Jonathan Meunier,Welterweight,1003,3
2780,Devin Clark,Light Heavyweight,996,18
2781,Matthew Lopez,Bantamweight,995,7
2782,Eric Spicely,Middleweight,957,8
2783,Marvin Vettori,Middleweight,1092,16
2784,Lando Vannata,Lightweight,958,14
2785,Katlyn Cerminara,Women's Flyweight,1133,18
2786,Joseph Gigliotti,Middleweight,962,3
2787,Chase Sherman,Heavyweight,882,16
2788,Justin Ledet,Light Heavyweight,989,8
2789,Andrew Sanchez,Middleweight,999,11
2790,Khalil Rountree Jr.,Light Heavyweight,1057,16
2791,Tatiana Suarez,Women's Strawweight,1169,8
2792,Amanda Cooper,Women's Strawweight,956,7
2793,Cory Hendricks,Light Heavyweight,975,2
2794,Josh Stansbury,Light Heavyweight,979,4
2795,Chris Avila,Featherweight,954,3
2796,CM Punk,Welterweight,976,3
2797,JC Cottrell,Lightweight,961,3
2799,Christian Colombo,Heavyweight,951,4
2800,Jason Novelli,Lightweight,955,3
2801,Hector Sandoval,Flyweight,1027,5
2802,Felipe Silva,Lightweight,990,4
2803,Ryan Janes,Middleweight,1004,5
2805,Max Griffin,Welterweight,1032,17
2806,Jim Wallhead,Welterweight,951,3
2807,Jeremy Kennedy,Featherweight,1055,5
2808,Danielle Taylor,Women's Strawweight,980,6
2809,Ketlen Vieira,Women's Bantamweight,1134,12
2810,Joachim Christensen,Light Heavyweight,954,5
2811,Lina Lansberg,Women's Bantamweight,962,12
2812,Gregor Gillespie,Lightweight,1153,9
2813,Mike Perry,Welterweight,1028,16
2814,Alexa Grasso,Women's Flyweight,1099,13
2815,Jason Gonzalez,Lightweight,980,5
2816,Veronica Hardy,Women's Flyweight,990,9
2819,Alex Ricci,Lightweight,963,3
2820,Michael McBride,Lightweight,966,3
2821,Ricky Glenn,Welterweight,1027,11
2822,Marc Diakiese,Lightweight,1036,16
2823,Jenel Lausa,Flyweight,966,5
2824,Alexander Volkanovski,Featherweight,1147,17
2825,Brandon Moreno,Flyweight,1102,17
2826,Zak Ottow,Welterweight,1039,9
2827,Mark Godbeer,Heavyweight,1006,5
2828,Darren Stewart,Middleweight,969,15
2829,Gadzhimurad Antigulov,Light Heavyweight,971,7
2830,Poliana Botelho,Women's Flyweight,992,8
2831,Jack Marshman,Middleweight,984,9
